from,to,active,date,country_from,city_from,country_to,city_to,cum_case
POP,FRA,0,,Dominican Republic,Puerto,Germany,Frankfurt,4680.0
POP,DUS,0,,Dominican Republic,Puerto,Germany,Dusseldorf,4680.0
STI,MIA,0,2020-04-20,Dominican Republic,Santiago,United States,Miami,4680.0
STI,EWR,0,2020-04-20,Dominican Republic,Santiago,United States,Newark,4680.0
STI,PLS,0,2020-04-20,Dominican Republic,Santiago,Turks and Caicos Islands,Providenciales,4680.0
STI,FLL,0,2020-04-20,Dominican Republic,Santiago,United States,Fort,4680.0
STI,PTY,0,2020-04-20,Dominican Republic,Santiago,Panama,Panama,4680.0
STI,BOS,0,2020-04-20,Dominican Republic,Santiago,United States,Boston,4680.0
STI,JFK,1,2020-04-20,Dominican Republic,Santiago,United States,New,4680.0
STI,SJU,1,2020-04-20,Dominican Republic,Santiago,United States,San,4680.0
SDQ,JFK,1,2020-04-21,Dominican Republic,Santo,United States,New,4680.0
SDQ,SJU,1,2020-04-21,Dominican Republic,Santo,United States,San,4680.0
SDQ,EWR,1,2020-04-21,Dominican Republic,Santo,United States,Newark,4680.0
SDQ,MEX,0,,Dominican Republic,Santo,Mexico,Mexico,4680.0
SDQ,YUL,0,,Dominican Republic,Santo,Canada,Montreal,4680.0
SDQ,BON,0,,Dominican Republic,Santo,Netherlands,Kralendijk,4680.0
SDQ,ORY,0,,Dominican Republic,Santo,France,Paris,4680.0
SDQ,PLS,0,,Dominican Republic,Santo,Turks and Caicos Islands,Providenciales,4680.0
SDQ,BQN,0,,Dominican Republic,Santo,United States,Aguadilla,4680.0
SDQ,PHL,0,,Dominican Republic,Santo,United States,Philadelphia,4680.0
SDQ,FLL,0,,Dominican Republic,Santo,United States,Fort,4680.0
SDQ,MDE,0,,Dominican Republic,Santo,Colombia,Rio,4680.0
SDQ,CDG,0,,Dominican Republic,Santo,France,Paris,4680.0
SDQ,MIA,0,,Dominican Republic,Santo,United States,Miami,4680.0
SDQ,EIS,0,,Dominican Republic,Santo,British Virgin Islands,Beef,4680.0
SDQ,SXM,0,,Dominican Republic,Santo,Netherlands Antilles,Philipsburg,4680.0
SDQ,CLT,0,,Dominican Republic,Santo,United States,Charlotte,4680.0
SDQ,PTY,0,,Dominican Republic,Santo,Panama,Panama,4680.0
SDQ,AUA,0,,Dominican Republic,Santo,Aruba,Oranjestad,4680.0
SDQ,ATL,0,,Dominican Republic,Santo,United States,Atlanta,4680.0
SDQ,DFW,0,,Dominican Republic,Santo,United States,Dallas,4680.0
SDQ,SVO,0,,Dominican Republic,Santo,Russia,Moscow,4680.0
SDQ,PTP,0,,Dominican Republic,Santo,Guadeloupe,Pointe-A-Pitre,4680.0
SDQ,SCU,0,,Dominican Republic,Santo,Cuba,Santiago,4680.0
SDQ,HAV,0,,Dominican Republic,Santo,Cuba,Havana,4680.0
SDQ,PAP,0,,Dominican Republic,Santo,Haiti,Port-Au-Prince,4680.0
SDQ,BLA,0,,Dominican Republic,Santo,Venezuela,Barcelona,4680.0
SDQ,CCS,0,,Dominican Republic,Santo,Venezuela,Caracas,4680.0
SDQ,CUR,0,,Dominican Republic,Santo,Netherlands Antilles,Willemstad,4680.0
SDQ,ANU,0,,Dominican Republic,Santo,Antigua and Barbuda,St.,4680.0
SDQ,YYZ,0,,Dominican Republic,Santo,Canada,Toronto,4680.0
SDQ,BOS,0,,Dominican Republic,Santo,United States,Boston,4680.0
SDQ,FRA,0,,Dominican Republic,Santo,Germany,Frankfurt,4680.0
SDQ,MCO,0,,Dominican Republic,Santo,United States,Orlando,4680.0
SDQ,BOG,0,,Dominican Republic,Santo,Colombia,Bogota,4680.0
SDQ,SJO,0,,Dominican Republic,Santo,Costa Rica,San,4680.0
SDQ,KIN,0,,Dominican Republic,Santo,Jamaica,Kingston,4680.0
SDQ,VLN,0,,Dominican Republic,Santo,Venezuela,Valencia,4680.0
SDQ,AXA,0,,Dominican Republic,Santo,Anguilla,The,4680.0
SDQ,MAD,0,,Dominican Republic,Santo,Spain,Madrid,4680.0
SDQ,SKB,0,,Dominican Republic,Santo,St. Kitts and Nevis,Saint,4680.0
GND,MIA,0,2020-04-20,Grenada,St.,United States,Miami,14.0
GND,UVF,0,2020-04-20,Grenada,St.,Caribbean,Saint,14.0
GND,POS,0,2020-04-20,Grenada,St.,Trinidad and Tobago,Port-Of-Spain,14.0
GND,SVD,0,2020-04-20,Grenada,St.,St. Vincent and the Grenadines,Kingstown,14.0
GND,CLT,0,2020-04-20,Grenada,St.,United States,Charlotte,14.0
GND,ANU,0,2020-04-20,Grenada,St.,Antigua and Barbuda,St.,14.0
GND,BGI,0,2020-04-20,Grenada,St.,Barbados,Bridgetown,14.0
GND,JFK,1,2020-04-20,Grenada,St.,United States,New,14.0
GND,ATL,0,2020-04-20,Grenada,St.,United States,Atlanta,14.0
GND,YYZ,0,2020-04-20,Grenada,St.,Canada,Toronto,14.0
PTP,MIA,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,United States,Miami,
PTP,PAP,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Haiti,Port-Au-Prince,
PTP,CRL,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Belgium,Brussels,
PTP,YUL,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Canada,Montreal,
PTP,SDQ,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Dominican Republic,Santo,
PTP,ORY,1,2020-04-20,Guadeloupe,Pointe-A-Pitre,France,Paris,
PTP,SXM,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Netherlands Antilles,Philipsburg,
PTP,DCF,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Dominica,Roseau,
PTP,DOM,1,2020-04-20,Guadeloupe,Pointe-A-Pitre,Dominica,Dominica,
PTP,ANU,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Antigua and Barbuda,St.,
PTP,BGI,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Barbados,Bridgetown,
PTP,JFK,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,United States,New,
PTP,SFG,1,2020-04-20,Guadeloupe,Pointe-A-Pitre,Saint-Martin,Saint,
PTP,FDF,1,2020-04-20,Guadeloupe,Pointe-A-Pitre,Martinique,Fort-De-France,
PTP,SJU,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,United States,San,
PTP,FRA,0,2020-04-20,Guadeloupe,Pointe-A-Pitre,Germany,Frankfurt,
CAP,NAS,0,2020-04-20,Haiti,Cap,Bahamas,Nassau,47.0
CAP,MIA,0,2020-04-20,Haiti,Cap,United States,Miami,47.0
CAP,PLS,0,2020-04-20,Haiti,Cap,Turks and Caicos Islands,Providenciales,47.0
PAP,YUL,0,2020-04-20,Haiti,Port-Au-Prince,Canada,Montreal,47.0
PAP,BON,0,2020-04-20,Haiti,Port-Au-Prince,Netherlands,Kralendijk,47.0
PAP,PLS,0,2020-04-20,Haiti,Port-Au-Prince,Turks and Caicos Islands,Providenciales,47.0
PAP,FLL,0,2020-04-20,Haiti,Port-Au-Prince,United States,Fort,47.0
PAP,MIA,0,2020-04-20,Haiti,Port-Au-Prince,United States,Miami,47.0
PAP,SXM,0,2020-04-20,Haiti,Port-Au-Prince,Netherlands Antilles,Philipsburg,47.0
PAP,PTY,0,2020-04-20,Haiti,Port-Au-Prince,Panama,Panama,47.0
PAP,SCU,0,2020-04-20,Haiti,Port-Au-Prince,Cuba,Santiago,47.0
PAP,PTP,0,2020-04-20,Haiti,Port-Au-Prince,Guadeloupe,Pointe-A-Pitre,47.0
PAP,HAV,0,2020-04-20,Haiti,Port-Au-Prince,Cuba,Havana,47.0
PAP,CUR,0,2020-04-20,Haiti,Port-Au-Prince,Netherlands Antilles,Willemstad,47.0
PAP,BOS,0,2020-04-20,Haiti,Port-Au-Prince,United States,Boston,47.0
PAP,JFK,0,2020-04-20,Haiti,Port-Au-Prince,United States,New,47.0
PAP,MCO,0,2020-04-20,Haiti,Port-Au-Prince,United States,Orlando,47.0
PAP,NAS,1,2020-04-20,Haiti,Port-Au-Prince,Bahamas,Nassau,47.0
PAP,CMW,0,2020-04-20,Haiti,Port-Au-Prince,Cuba,Camaguey,47.0
PAP,JBQ,1,2020-04-20,Haiti,Port-Au-Prince,Dominican Republic,La,47.0
PAP,SDQ,0,2020-04-20,Haiti,Port-Au-Prince,Dominican Republic,Santo,47.0
PAP,HOG,0,2020-04-20,Haiti,Port-Au-Prince,Cuba,Holguin,47.0
KIN,HAV,0,2020-04-20,Jamaica,Kingston,Cuba,Havana,173.0
KIN,MCO,0,2020-04-20,Jamaica,Kingston,United States,Orlando,173.0
KIN,MIA,0,2020-04-20,Jamaica,Kingston,United States,Miami,173.0
KIN,PLS,0,2020-04-20,Jamaica,Kingston,Turks and Caicos Islands,Providenciales,173.0
KIN,LGW,0,2020-04-20,Jamaica,Kingston,United Kingdom,London,173.0
KIN,POS,0,2020-04-20,Jamaica,Kingston,Trinidad and Tobago,Port-Of-Spain,173.0
KIN,SCU,0,2020-04-20,Jamaica,Kingston,Cuba,Santiago,173.0
KIN,SXM,0,2020-04-20,Jamaica,Kingston,Netherlands Antilles,Philipsburg,173.0
KIN,NAS,0,2020-04-20,Jamaica,Kingston,Bahamas,Nassau,173.0
KIN,FLL,1,2020-04-20,Jamaica,Kingston,United States,Fort,173.0
KIN,PTY,0,2020-04-20,Jamaica,Kingston,Panama,Panama,173.0
KIN,BGI,0,2020-04-20,Jamaica,Kingston,Barbados,Bridgetown,173.0
KIN,JFK,1,2020-04-20,Jamaica,Kingston,United States,New,173.0
KIN,ATL,1,2020-04-20,Jamaica,Kingston,United States,Atlanta,173.0
KIN,YYZ,0,2020-04-20,Jamaica,Kingston,Canada,Toronto,173.0
KIN,ANU,0,2020-04-20,Jamaica,Kingston,Antigua and Barbuda,St.,173.0
KIN,GCM,0,2020-04-20,Jamaica,Kingston,Cayman Islands,George,173.0
KIN,SDQ,0,2020-04-20,Jamaica,Kingston,Dominican Republic,Santo,173.0
MBJ,JFK,1,2020-04-25,Jamaica,Montego,United States,New,173.0
MBJ,FLL,1,2020-04-25,Jamaica,Montego,United States,Fort,173.0
MBJ,EWR,1,2020-04-25,Jamaica,Montego,United States,Newark,173.0
MBJ,MXP,0,,Jamaica,Montego,Italy,Milano,173.0
MBJ,YXU,0,,Jamaica,Montego,Canada,London,173.0
MBJ,YUL,0,,Jamaica,Montego,Canada,Montreal,173.0
MBJ,STL,0,,Jamaica,Montego,United States,Saint,173.0
MBJ,ORD,0,,Jamaica,Montego,United States,Chicago,173.0
MBJ,HOU,0,,Jamaica,Montego,United States,Houston,173.0
MBJ,MSP,0,,Jamaica,Montego,United States,Minneapolis,173.0
MBJ,YYT,0,,Jamaica,Montego,Canada,Saint,173.0
MBJ,PHL,0,,Jamaica,Montego,United States,Philadelphia,173.0
MBJ,YHZ,0,,Jamaica,Montego,Canada,Halifax,173.0
MBJ,YEG,0,,Jamaica,Montego,Canada,Edmonton,173.0
MBJ,MUC,0,,Jamaica,Montego,Germany,Munich,173.0
MBJ,YYC,0,,Jamaica,Montego,Canada,Calgary,173.0
MBJ,MIA,0,,Jamaica,Montego,United States,Miami,173.0
MBJ,CUN,0,,Jamaica,Montego,Mexico,Cancun,173.0
MBJ,DTW,0,,Jamaica,Montego,United States,Detroit,173.0
MBJ,CLT,0,,Jamaica,Montego,United States,Charlotte,173.0
MBJ,IAD,0,,Jamaica,Montego,United States,Washington,173.0
MBJ,PTY,0,,Jamaica,Montego,Panama,Panama,173.0
MBJ,YWG,0,,Jamaica,Montego,Canada,Winnipeg,173.0
MBJ,ATL,0,,Jamaica,Montego,United States,Atlanta,173.0
MBJ,DFW,0,,Jamaica,Montego,United States,Dallas,173.0
MBJ,BRU,0,,Jamaica,Montego,Belgium,Brussels,173.0
MBJ,YOW,0,,Jamaica,Montego,Canada,Ottawa,173.0
MBJ,LGW,0,,Jamaica,Montego,United Kingdom,London,173.0
MBJ,LIM,0,,Jamaica,Montego,Peru,Lima,173.0
MBJ,YQM,0,,Jamaica,Montego,Canada,Moncton,173.0
MBJ,YYZ,0,,Jamaica,Montego,Canada,Toronto,173.0
MBJ,BOS,0,,Jamaica,Montego,United States,Boston,173.0
MBJ,GCM,0,,Jamaica,Montego,Cayman Islands,George,173.0
MBJ,YHM,0,,Jamaica,Montego,Canada,Hamilton,173.0
MBJ,FRA,0,,Jamaica,Montego,Germany,Frankfurt,173.0
MBJ,MCO,0,,Jamaica,Montego,United States,Orlando,173.0
MBJ,MDW,0,,Jamaica,Montego,United States,Chicago,173.0
MBJ,DUS,0,,Jamaica,Montego,Germany,Dusseldorf,173.0
MBJ,NAS,0,,Jamaica,Montego,Bahamas,Nassau,173.0
MBJ,IAH,0,,Jamaica,Montego,United States,Houston,173.0
MBJ,BWI,0,,Jamaica,Montego,United States,Baltimore,173.0
MBJ,SNU,0,,Jamaica,Montego,Cuba,Santa,173.0
MBJ,YQG,0,,Jamaica,Montego,Canada,Windsor,173.0
FDF,MIA,0,2020-04-20,Martinique,Fort-De-France,United States,Miami,
FDF,CRL,0,2020-04-20,Martinique,Fort-De-France,Belgium,Brussels,
FDF,YUL,0,2020-04-20,Martinique,Fort-De-France,Canada,Montreal,
FDF,ORY,1,2020-04-20,Martinique,Fort-De-France,France,Paris,
FDF,CAY,1,2020-04-20,Martinique,Fort-De-France,French Guiana,Cayenne,
FDF,DOM,0,2020-04-20,Martinique,Fort-De-France,Dominica,Dominica,
FDF,BGI,0,2020-04-20,Martinique,Fort-De-France,Barbados,Bridgetown,
FDF,SLU,0,2020-04-20,Martinique,Fort-De-France,St. Lucia,Castries,
FDF,PTP,1,2020-04-20,Martinique,Fort-De-France,Guadeloupe,Pointe-A-Pitre,
FDF,FRA,0,2020-04-20,Martinique,Fort-De-France,Germany,Frankfurt,
MNI,ANU,0,2020-04-20,Montserrat,Plymouth,Antigua and Barbuda,St.,
BQN,SDQ,0,2020-04-20,United States,Aguadilla,Dominican Republic,Santo,759086.0
SJU,STT,1,2020-04-21,United States,San,Virgin Islands,St.,759086.0
SJU,SDQ,1,2020-04-21,United States,San,Dominican Republic,Santo,759086.0
SJU,JBQ,1,2020-04-21,United States,San,Dominican Republic,La,759086.0
SJU,SBH,1,2020-04-21,United States,San,Guadeloupe,Saint,759086.0
SJU,AXA,1,2020-04-23,United States,San,Anguilla,The,759086.0
SJU,DOM,1,2020-04-23,United States,San,Dominica,Dominica,759086.0
SJU,SXM,1,2020-04-25,United States,San,Netherlands Antilles,Philipsburg,759086.0
SJU,YUL,0,,United States,San,Canada,Montreal,759086.0
SJU,EIS,0,,United States,San,British Virgin Islands,Beef,759086.0
SJU,PTY,0,,United States,San,Panama,Panama,759086.0
SJU,STI,0,,United States,San,Dominican Republic,Santiago,759086.0
SJU,PTP,0,,United States,San,Guadeloupe,Pointe-A-Pitre,759086.0
SJU,NEV,0,,United States,San,St. Kitts and Nevis,Charlestown,759086.0
SJU,ANU,0,,United States,San,Antigua and Barbuda,St.,759086.0
SJU,YYZ,0,,United States,San,Canada,Toronto,759086.0
SJU,PUJ,0,,United States,San,Dominican Republic,Punta,759086.0
SJU,FRA,0,,United States,San,Germany,Frankfurt,759086.0
SJU,BOG,0,,United States,San,Colombia,Bogota,759086.0
SJU,MAD,0,,United States,San,Spain,Madrid,759086.0
SJU,SKB,0,,United States,San,St. Kitts and Nevis,Saint,759086.0
SBH,EUX,0,2020-04-20,Guadeloupe,Saint,Netherlands Antilles,Oranjestad,
SBH,AXA,0,2020-04-20,Guadeloupe,Saint,Anguilla,The,
SBH,STT,0,2020-04-20,Guadeloupe,Saint,Virgin Islands,St.,
SBH,SXM,1,2020-04-20,Guadeloupe,Saint,Netherlands Antilles,Philipsburg,
SBH,ANU,1,2020-04-20,Guadeloupe,Saint,Antigua and Barbuda,St.,
SBH,SFG,0,2020-04-20,Guadeloupe,Saint,Saint-Martin,Saint,
SBH,SAB,0,2020-04-20,Guadeloupe,Saint,"Bonaire, Saint Eustatius and Saba",Saba,
SBH,SJU,1,2020-04-20,Guadeloupe,Saint,United States,San,
SKB,STX,0,2020-04-20,St. Kitts and Nevis,Saint,United States,St.,14.0
SKB,MIA,0,2020-04-20,St. Kitts and Nevis,Saint,United States,Miami,14.0
SKB,EWR,0,2020-04-20,St. Kitts and Nevis,Saint,United States,Newark,14.0
SKB,EIS,0,2020-04-20,St. Kitts and Nevis,Saint,British Virgin Islands,Beef,14.0
SKB,STT,0,2020-04-20,St. Kitts and Nevis,Saint,Virgin Islands,St.,14.0
SKB,SXM,1,2020-04-20,St. Kitts and Nevis,Saint,Netherlands Antilles,Philipsburg,14.0
SKB,CLT,0,2020-04-20,St. Kitts and Nevis,Saint,United States,Charlotte,14.0
SKB,ANU,0,2020-04-20,St. Kitts and Nevis,Saint,Antigua and Barbuda,St.,14.0
SKB,JFK,0,2020-04-20,St. Kitts and Nevis,Saint,United States,New,14.0
SKB,YYZ,0,2020-04-20,St. Kitts and Nevis,Saint,Canada,Toronto,14.0
SKB,ATL,0,2020-04-20,St. Kitts and Nevis,Saint,United States,Atlanta,14.0
SKB,DFW,0,2020-04-20,St. Kitts and Nevis,Saint,United States,Dallas,14.0
SKB,SDQ,0,2020-04-20,St. Kitts and Nevis,Saint,Dominican Republic,Santo,14.0
SKB,SJU,0,2020-04-20,St. Kitts and Nevis,Saint,United States,San,14.0
UVF,MIA,0,2020-04-20,Caribbean,Saint,United States,Miami,
UVF,TAB,0,2020-04-20,Caribbean,Saint,Trinidad and Tobago,Scarborough,
UVF,EWR,0,2020-04-20,Caribbean,Saint,United States,Newark,
UVF,YUL,0,2020-04-20,Caribbean,Saint,Canada,Montreal,
UVF,LGW,0,2020-04-20,Caribbean,Saint,United Kingdom,London,
UVF,POS,0,2020-04-20,Caribbean,Saint,Trinidad and Tobago,Port-Of-Spain,
UVF,ORD,0,2020-04-20,Caribbean,Saint,United States,Chicago,
UVF,CLT,0,2020-04-20,Caribbean,Saint,United States,Charlotte,
UVF,PHL,0,2020-04-20,Caribbean,Saint,United States,Philadelphia,
UVF,JFK,1,2020-04-20,Caribbean,Saint,United States,New,
UVF,ATL,1,2020-04-20,Caribbean,Saint,United States,Atlanta,
UVF,YYZ,0,2020-04-20,Caribbean,Saint,Canada,Toronto,
UVF,BOS,0,2020-04-20,Caribbean,Saint,United States,Boston,
UVF,GND,0,2020-04-20,Caribbean,Saint,Grenada,St.,
SVD,MIA,0,2020-04-20,St. Vincent and the Grenadines,Kingstown,United States,Miami,12.0
SVD,EIS,0,2020-04-20,St. Vincent and the Grenadines,Kingstown,British Virgin Islands,Beef,12.0
SVD,POS,0,2020-04-20,St. Vincent and the Grenadines,Kingstown,Trinidad and Tobago,Port-Of-Spain,12.0
SVD,BGI,0,2020-04-20,St. Vincent and the Grenadines,Kingstown,Barbados,Bridgetown,12.0
SVD,JFK,0,2020-04-20,St. Vincent and the Grenadines,Kingstown,United States,New,12.0
SVD,YYZ,0,2020-04-20,St. Vincent and the Grenadines,Kingstown,Canada,Toronto,12.0
SVD,SLU,0,2020-04-20,St. Vincent and the Grenadines,Kingstown,St. Lucia,Castries,12.0
SXM,SKB,1,2020-04-21,Netherlands Antilles,Philipsburg,St. Kitts and Nevis,Saint,
SXM,EIS,1,2020-04-23,Netherlands Antilles,Philipsburg,British Virgin Islands,Beef,
SXM,SJU,1,2020-04-25,Netherlands Antilles,Philipsburg,United States,San,
SXM,YUL,0,,Netherlands Antilles,Philipsburg,Canada,Montreal,
SXM,ORY,0,,Netherlands Antilles,Philipsburg,France,Paris,
SXM,ORD,0,,Netherlands Antilles,Philipsburg,United States,Chicago,
SXM,SBH,0,,Netherlands Antilles,Philipsburg,Guadeloupe,Saint,
SXM,PHL,0,,Netherlands Antilles,Philipsburg,United States,Philadelphia,
SXM,FLL,0,,Netherlands Antilles,Philipsburg,United States,Fort,
SXM,CDG,0,,Netherlands Antilles,Philipsburg,France,Paris,
SXM,MIA,0,,Netherlands Antilles,Philipsburg,United States,Miami,
SXM,EWR,0,,Netherlands Antilles,Philipsburg,United States,Newark,
SXM,CLT,0,,Netherlands Antilles,Philipsburg,United States,Charlotte,
SXM,IAD,0,,Netherlands Antilles,Philipsburg,United States,Washington,
SXM,PTY,0,,Netherlands Antilles,Philipsburg,Panama,Panama,
SXM,AUA,0,,Netherlands Antilles,Philipsburg,Aruba,Oranjestad,
SXM,ATL,0,,Netherlands Antilles,Philipsburg,United States,Atlanta,
SXM,SAB,0,,Netherlands Antilles,Philipsburg,"Bonaire, Saint Eustatius and Saba",Saba,
SXM,PTP,0,,Netherlands Antilles,Philipsburg,Guadeloupe,Pointe-A-Pitre,
SXM,PAP,0,,Netherlands Antilles,Philipsburg,Haiti,Port-Au-Prince,
SXM,POS,0,,Netherlands Antilles,Philipsburg,Trinidad and Tobago,Port-Of-Spain,
SXM,NEV,0,,Netherlands Antilles,Philipsburg,St. Kitts and Nevis,Charlestown,
SXM,ANU,0,,Netherlands Antilles,Philipsburg,Antigua and Barbuda,St.,
SXM,JFK,0,,Netherlands Antilles,Philipsburg,United States,New,
SXM,YYZ,0,,Netherlands Antilles,Philipsburg,Canada,Toronto,
SXM,BOS,0,,Netherlands Antilles,Philipsburg,United States,Boston,
SXM,KIN,0,,Netherlands Antilles,Philipsburg,Jamaica,Kingston,
SXM,AXA,0,,Netherlands Antilles,Philipsburg,Anguilla,The,
SXM,MNI,0,,Netherlands Antilles,Philipsburg,Montserrat,Plymouth,
SXM,AMS,0,,Netherlands Antilles,Philipsburg,Netherlands,Amsterdam,
SXM,DOM,0,,Netherlands Antilles,Philipsburg,Dominica,Dominica,
SXM,JBQ,0,,Netherlands Antilles,Philipsburg,Dominican Republic,La,
SXM,SDQ,0,,Netherlands Antilles,Philipsburg,Dominican Republic,Santo,
POS,UVF,0,,Trinidad and Tobago,Port-Of-Spain,Caribbean,Saint,114.0
POS,FLL,0,,Trinidad and Tobago,Port-Of-Spain,United States,Fort,114.0
POS,MIA,0,,Trinidad and Tobago,Port-Of-Spain,United States,Miami,114.0
POS,EWR,0,,Trinidad and Tobago,Port-Of-Spain,United States,Newark,114.0
POS,PMV,0,,Trinidad and Tobago,Port-Of-Spain,Venezuela,Porlamar,114.0
POS,SXM,0,,Trinidad and Tobago,Port-Of-Spain,Netherlands Antilles,Philipsburg,114.0
POS,PTY,0,,Trinidad and Tobago,Port-Of-Spain,Panama,Panama,114.0
POS,GND,0,,Trinidad and Tobago,Port-Of-Spain,Grenada,St.,114.0
POS,HAV,0,,Trinidad and Tobago,Port-Of-Spain,Cuba,Havana,114.0
POS,CCS,0,,Trinidad and Tobago,Port-Of-Spain,Venezuela,Caracas,114.0
POS,SVD,0,,Trinidad and Tobago,Port-Of-Spain,St. Vincent and the Grenadines,Kingstown,114.0
POS,CUR,0,,Trinidad and Tobago,Port-Of-Spain,Netherlands Antilles,Willemstad,114.0
POS,ANU,0,,Trinidad and Tobago,Port-Of-Spain,Antigua and Barbuda,St.,114.0
POS,JFK,0,,Trinidad and Tobago,Port-Of-Spain,United States,New,114.0
POS,YYZ,0,,Trinidad and Tobago,Port-Of-Spain,Canada,Toronto,114.0
POS,SLU,0,,Trinidad and Tobago,Port-Of-Spain,St. Lucia,Castries,114.0
POS,MCO,0,,Trinidad and Tobago,Port-Of-Spain,United States,Orlando,114.0
POS,KIN,0,,Trinidad and Tobago,Port-Of-Spain,Jamaica,Kingston,114.0
POS,OGL,0,,Trinidad and Tobago,Port-Of-Spain,Guyana,Georgetown,114.0
POS,PBM,0,,Trinidad and Tobago,Port-Of-Spain,Suriname,Zandery,114.0
POS,IAH,0,,Trinidad and Tobago,Port-Of-Spain,United States,Houston,114.0
POS,BGI,0,,Trinidad and Tobago,Port-Of-Spain,Barbados,Bridgetown,114.0
POS,GEO,0,,Trinidad and Tobago,Port-Of-Spain,Guyana,Georgetown,114.0
TAB,UVF,0,2020-04-20,Trinidad and Tobago,Scarborough,Caribbean,Saint,114.0
TAB,ANU,0,2020-04-20,Trinidad and Tobago,Scarborough,Antigua and Barbuda,St.,114.0
TAB,BGI,0,2020-04-20,Trinidad and Tobago,Scarborough,Barbados,Bridgetown,114.0
TAB,JFK,0,2020-04-20,Trinidad and Tobago,Scarborough,United States,New,114.0
PLS,YUL,0,,Turks and Caicos Islands,Providenciales,Canada,Montreal,
PLS,ORD,0,,Turks and Caicos Islands,Providenciales,United States,Chicago,
PLS,PHL,0,,Turks and Caicos Islands,Providenciales,United States,Philadelphia,
PLS,FLL,0,,Turks and Caicos Islands,Providenciales,United States,Fort,
PLS,MIA,0,,Turks and Caicos Islands,Providenciales,United States,Miami,
PLS,EWR,0,,Turks and Caicos Islands,Providenciales,United States,Newark,
PLS,CLT,0,,Turks and Caicos Islands,Providenciales,United States,Charlotte,
PLS,IAD,0,,Turks and Caicos Islands,Providenciales,United States,Washington,
PLS,ATL,0,,Turks and Caicos Islands,Providenciales,United States,Atlanta,
PLS,DFW,0,,Turks and Caicos Islands,Providenciales,United States,Dallas,
PLS,STI,0,,Turks and Caicos Islands,Providenciales,Dominican Republic,Santiago,
PLS,CAP,0,,Turks and Caicos Islands,Providenciales,Haiti,Cap,
PLS,PAP,0,,Turks and Caicos Islands,Providenciales,Haiti,Port-Au-Prince,
PLS,ANU,0,,Turks and Caicos Islands,Providenciales,Antigua and Barbuda,St.,
PLS,JFK,0,,Turks and Caicos Islands,Providenciales,United States,New,
PLS,YYZ,0,,Turks and Caicos Islands,Providenciales,Canada,Toronto,
PLS,BOS,0,,Turks and Caicos Islands,Providenciales,United States,Boston,
PLS,KIN,0,,Turks and Caicos Islands,Providenciales,Jamaica,Kingston,
PLS,NAS,0,,Turks and Caicos Islands,Providenciales,Bahamas,Nassau,
PLS,IAH,0,,Turks and Caicos Islands,Providenciales,United States,Houston,
PLS,BWI,0,,Turks and Caicos Islands,Providenciales,United States,Baltimore,
PLS,SDQ,0,,Turks and Caicos Islands,Providenciales,Dominican Republic,Santo,
STT,STX,1,2020-04-21,Virgin Islands,St.,United States,St.,
STT,MIA,1,2020-04-21,Virgin Islands,St.,United States,Miami,
STT,SJU,1,2020-04-21,Virgin Islands,St.,United States,San,
STT,ORD,0,,Virgin Islands,St.,United States,Chicago,
STT,SBH,0,,Virgin Islands,St.,Guadeloupe,Saint,
STT,PHL,0,,Virgin Islands,St.,United States,Philadelphia,
STT,FLL,0,,Virgin Islands,St.,United States,Fort,
STT,VIJ,0,,Virgin Islands,St.,United States,Spanish,
STT,EWR,0,,Virgin Islands,St.,United States,Newark,
STT,EIS,0,,Virgin Islands,St.,British Virgin Islands,Beef,
STT,CLT,0,,Virgin Islands,St.,United States,Charlotte,
STT,IAD,0,,Virgin Islands,St.,United States,Washington,
STT,ATL,0,,Virgin Islands,St.,United States,Atlanta,
STT,DFW,0,,Virgin Islands,St.,United States,Dallas,
STT,NEV,0,,Virgin Islands,St.,St. Kitts and Nevis,Charlestown,
STT,ANU,0,,Virgin Islands,St.,Antigua and Barbuda,St.,
STT,JFK,0,,Virgin Islands,St.,United States,New,
STT,MCO,0,,Virgin Islands,St.,United States,Orlando,
STT,AXA,0,,Virgin Islands,St.,Anguilla,The,
STT,DOM,0,,Virgin Islands,St.,Dominica,Dominica,
STT,IAH,0,,Virgin Islands,St.,United States,Houston,
STT,NGD,0,,Virgin Islands,St.,British Virgin Islands,Anegada,
STT,SKB,0,,Virgin Islands,St.,St. Kitts and Nevis,Saint,
STX,VQS,0,2020-04-20,United States,St.,Puerto Rico,Isla,759086.0
STX,STT,1,2020-04-20,United States,St.,Virgin Islands,St.,759086.0
STX,NEV,0,2020-04-20,United States,St.,St. Kitts and Nevis,Charlestown,759086.0
STX,SKB,0,2020-04-20,United States,St.,St. Kitts and Nevis,Saint,759086.0
