from,to,active
MFM,KHH,1
MFM,RMQ,1
MFM,TPE,1
MFM,DMK,1
MFM,BKK,1
MFM,DAD,1
MFM,HAN,1
MFM,CZX,0
MFM,WUH,0
MFM,WNZ,0
MFM,TSN,0
MFM,HFE,0
MFM,SIN,0
MFM,MNL,0
MFM,CGO,0
MFM,BKI,0
MFM,FUK,0
MFM,CSX,0
MFM,KWE,0
MFM,XIY,0
MFM,CEB,0
MFM,WUX,0
MFM,CKG,0
MFM,PKX,0
MFM,TAO,0
MFM,ROR,0
MFM,CRK,0
MFM,CNX,0
MFM,FOC,0
MFM,JJN,0
KHH,PVG,1
KHH,XMN,1
KHH,FUK,1
KHH,NGO,1
KHH,OKA,1
KHH,KIX,1
KHH,NRT,1
KHH,MFM,1
KHH,KUL,1
KHH,MNL,1
KHH,PUS,1
KHH,CJU,1
KHH,ICN,1
KHH,BKK,1
KHH,CNX,1
KHH,CAN,0
KHH,SGN,0
KHH,WUH,0
KHH,TSN,0
KHH,SIN,0
KHH,KHN,0
KHH,CSX,0
KHH,HGH,0
KHH,KMG,0
KHH,NKG,0
KHH,CEB,0
KHH,WUX,0
KHH,DAD,0
KHH,PEK,0
KHH,KMJ,0
KHH,SZX,0
KHH,HKG,0
KHH,NGB,0
KHH,HAN,0
KHH,CRK,0
KHH,CTS,0
KHH,FOC,0
RMQ,MFM,1
RMQ,LZN,1
RMQ,TAO,0
RMQ,KMG,0
RMQ,CAN,0
RMQ,HKG,0
RMQ,NKG,0
RMQ,SGN,0
RMQ,BKK,0
RMQ,NGB,0
RMQ,WUX,0
RMQ,ICN,0
RMQ,NRT,0
RMQ,HAN,0
RMQ,OKA,0
RMQ,HGH,0
RMQ,SYX,0
RMQ,SZX,0
TSA,SHA,1
TSA,PVG,1
TSA,XMN,1
TSA,HND,1
TSA,MFK,1
TSA,LZN,1
TSA,GMP,0
TSA,CKG,0
TSA,WUH,0
TSA,WNZ,0
TSA,CTU,0
TSA,TSN,0
TSA,HGH,0
TSA,FOC,0
TPE,BNE,1
TPE,SYD,1
TPE,BWN,1
TPE,PNH,1
TPE,YYZ,1
TPE,YVR,1
TPE,PEK,1
TPE,CTU,1
TPE,CKG,1
TPE,FOC,1
TPE,CAN,1
TPE,NKG,1
TPE,NGB,1
TPE,PVG,1
TPE,SZX,1
TPE,XMN,1
TPE,CGO,1
TPE,CDG,1
TPE,FRA,1
TPE,HKG,1
TPE,DEL,1
TPE,DPS,1
TPE,CGK,1
TPE,AKJ,1
TPE,FUK,1
TPE,HKD,1
TPE,HNA,1
TPE,KKJ,1
TPE,KMQ,1
TPE,NGO,1
TPE,OKA,1
TPE,KIJ,1
TPE,OKJ,1
TPE,IBR,1
TPE,KIX,1
TPE,HSG,1
TPE,SDJ,1
TPE,HND,1
TPE,NRT,1
TPE,MFM,1
TPE,BKI,1
TPE,KUL,1
TPE,PEN,1
TPE,AMS,1
TPE,AKL,1
TPE,CEB,1
TPE,KLO,1
TPE,MNL,1
TPE,PPS,1
TPE,SIN,1
TPE,PUS,1
TPE,CJJ,1
TPE,TAE,1
TPE,CJU,1
TPE,ICN,1
TPE,DMK,1
TPE,BKK,1
TPE,CNX,1
TPE,IST,1
TPE,LGW,1
TPE,ORD,1
TPE,IAH,1
TPE,LAX,1
TPE,JFK,1
TPE,ONT,1
TPE,SFO,1
TPE,SEA,1
TPE,DAD,1
TPE,HAN,1
TPE,SGN,1
TPE,URC,0
TPE,DLC,0
TPE,TXN,0
TPE,CGQ,0
TPE,HAK,0
TPE,FSZ,0
TPE,HIJ,0
TPE,SHE,0
TPE,KOJ,0
TPE,FCO,0
TPE,TAO,0
TPE,YNT,0
TPE,MEL,0
TPE,GUM,0
TPE,XUZ,0
TPE,CZX,0
TPE,SWA,0
TPE,HRB,0
TPE,NNG,0
TPE,KMI,0
TPE,AOJ,0
TPE,CSX,0
TPE,XIY,0
TPE,VVO,0
TPE,INC,0
TPE,ROR,0
TPE,TYN,0
TPE,CTS,0
TPE,TNA,0
TPE,ISG,0
TPE,JJN,0
TPE,HKT,0
TPE,WUH,0
TPE,WNZ,0
TPE,HFE,0
TPE,DXB,0
TPE,WEH,0
TPE,KWE,0
TPE,MXP,0
TPE,HET,0
TPE,HGH,0
TPE,KMG,0
TPE,VIE,0
TPE,SYX,0
TPE,HNL,0
TPE,NTG,0
TPE,DYG,0
TPE,YIW,0
TPE,TSN,0
TPE,KWL,0
TPE,MWX,0
TPE,MYJ,0
TPE,LHW,0
TPE,VCA,0
TPE,KHN,0
TPE,TOY,0
TPE,TAK,0
TPE,WUX,0
TPE,LJG,0
TPE,CRK,0
PUS,REP,1
PUS,DYG,1
PUS,HAK,1
PUS,TAO,1
PUS,SYX,1
PUS,SJW,1
PUS,XIY,1
PUS,YNJ,1
PUS,GUM,1
PUS,HKG,1
PUS,FUK,1
PUS,NGO,1
PUS,KIX,1
PUS,CTS,1
PUS,NRT,1
PUS,VTE,1
PUS,MFM,1
PUS,BKI,1
PUS,KUL,1
PUS,ULN,1
PUS,CEB,1
PUS,KLO,1
PUS,VVO,1
PUS,SIN,1
PUS,KHH,1
PUS,TPE,1
PUS,BKK,1
PUS,DAD,1
PUS,HAN,1
PUS,CAN,0
PUS,SGN,0
PUS,SPN,0
PUS,MNL,0
PUS,HEL,0
PUS,HGH,0
PUS,SHE,0
PUS,PEK,0
PUS,CXR,0
PUS,CRK,0
PUS,PVG,0
TAE,SYX,1
TAE,KIX,1
TAE,TPE,1
TAE,DAD,1
TAE,WEH,0
TAE,BKK,0
TAE,CEB,0
TAE,DYG,0
TAE,FUK,0
TAE,SHE,0
TAE,NRT,0
TAE,HAN,0
TAE,OKA,0
TAE,VVO,0
TAE,CTS,0
TAE,PVG,0
CJU,HGH,1
CJU,PVG,1
CJU,SHE,1
CJU,HKG,1
CJU,KUL,1
CJU,KHH,1
CJU,TPE,1
CJU,BKK,1
CJU,TAO,0
CJU,PEK,0
CJU,KIX,0
CJU,NRT,0
CJU,CGQ,0
CJU,XIY,0
CJU,DLC,0
GMP,PEK,1
GMP,SHA,1
GMP,KIX,1
GMP,HND,1
GMP,TSA,0
ICN,SYD,1
ICN,VIE,1
ICN,BWN,1
ICN,PNH,1
ICN,REP,1
ICN,YVR,1
ICN,PEK,1
ICN,CGQ,1
ICN,CTU,1
ICN,CKG,1
ICN,DLC,1
ICN,DYG,1
ICN,CAN,1
ICN,HGH,1
ICN,HRB,1
ICN,JMU,1
ICN,TNA,1
ICN,LYI,1
ICN,MDG,1
ICN,NKG,1
ICN,TAO,1
ICN,SYX,1
ICN,PVG,1
ICN,SHE,1
ICN,SZX,1
ICN,TSN,1
ICN,WEH,1
ICN,WUH,1
ICN,XIY,1
ICN,XMN,1
ICN,YNZ,1
ICN,YNJ,1
ICN,YNT,1
ICN,CGO,1
ICN,ADD,1
ICN,HEL,1
ICN,CDG,1
ICN,FRA,1
ICN,GUM,1
ICN,HKG,1
ICN,BUD,1
ICN,DPS,1
ICN,CGK,1
ICN,FUK,1
ICN,KOJ,1
ICN,KMJ,1
ICN,MYJ,1
ICN,NGO,1
ICN,OKA,1
ICN,KIX,1
ICN,CTS,1
ICN,SDJ,1
ICN,FSZ,1
ICN,TAK,1
ICN,NRT,1
ICN,ALA,1
ICN,VTE,1
ICN,MFM,1
ICN,BKI,1
ICN,KUL,1
ICN,ULN,1
ICN,RGN,1
ICN,KTM,1
ICN,AMS,1
ICN,SPN,1
ICN,CRK,1
ICN,CEB,1
ICN,KLO,1
ICN,MNL,1
ICN,TAG,1
ICN,WAW,1
ICN,DOH,1
ICN,KHV,1
ICN,SVO,1
ICN,VVO,1
ICN,YKS,1
ICN,UUS,1
ICN,SIN,1
ICN,KHH,1
ICN,TPE,1
ICN,DMK,1
ICN,BKK,1
ICN,CNX,1
ICN,HKT,1
ICN,AUH,1
ICN,DXB,1
ICN,LHR,1
ICN,ATL,1
ICN,ORD,1
ICN,DFW,1
ICN,DTW,1
ICN,HNL,1
ICN,LAX,1
ICN,JFK,1
ICN,SFO,1
ICN,SEA,1
ICN,IAD,1
ICN,DAD,1
ICN,HAN,1
ICN,SGN,1
ICN,CXR,1
ICN,PQC,1
ICN,VDO,1
ICN,MUC,0
ICN,IST,0
ICN,TLV,0
ICN,MSP,0
ICN,BOS,0
ICN,TAS,0
ICN,HAK,0
ICN,FCO,0
ICN,LED,0
ICN,ZRH,0
ICN,RMQ,0
ICN,KMI,0
ICN,AOJ,0
ICN,CSX,0
ICN,TSE,0
ICN,ROR,0
ICN,VCE,0
ICN,DLI,0
ICN,WNZ,0
ICN,HFE,0
ICN,DEL,0
ICN,CMB,0
ICN,KIJ,0
ICN,BNE,0
ICN,PPS,0
ICN,MXP,0
ICN,OIT,0
ICN,LAS,0
ICN,KMQ,0
ICN,KMG,0
ICN,ATH,0
ICN,OKJ,0
ICN,PRG,0
ICN,MAD,0
ICN,NTG,0
ICN,KKJ,0
ICN,OVB,0
ICN,HUN,0
ICN,KWL,0
ICN,ZAG,0
ICN,MEX,0
ICN,HPH,0
ICN,VCA,0
ICN,HSG,0
ICN,BCN,0
ICN,BOM,0
ICN,JHB,0
ICN,AKL,0
ICN,OOL,0
ICN,HND,0
ICN,NGB,0
ICN,IKT,0
ICN,YYZ,0
CJJ,YNJ,1
CJJ,TPE,1
CJJ,WEH,0
CJJ,BKK,0
CJJ,DYG,0
CJJ,SHE,0
MWX,CRK,1
MWX,CEB,1
MWX,KLO,1
MWX,BKK,1
MWX,DAD,1
MWX,BKI,0
MWX,DYG,0
MWX,TPE,0
MWX,YNJ,0
MWX,PVG,0
MWX,SYX,0
YNY,KKJ,1
YNY,CRK,1
CGP,DXB,0
CGP,CCU,0
CGP,AUH,0
CGP,BKK,0
CGP,JED,0
CGP,MCT,0
CGP,DOH,0
CGP,MAA,0
CGP,SHJ,0
CGP,MED,0
DAC,BAH,1
DAC,PBH,1
DAC,CAN,1
DAC,HKG,1
DAC,MAA,1
DAC,DEL,1
DAC,CCU,1
DAC,KWI,1
DAC,KUL,1
DAC,KTM,1
DAC,MCT,1
DAC,DOH,1
DAC,DMM,1
DAC,JED,1
DAC,MED,1
DAC,RUH,1
DAC,SIN,1
DAC,CMB,1
DAC,DMK,1
DAC,BKK,1
DAC,AUH,1
DAC,DXB,1
DAC,SHJ,1
DAC,LHR,1
DAC,MAN,1
DAC,IST,0
DAC,BOM,0
DAC,KMG,0
ZYL,LHR,0
ZYL,MED,0
PBH,DAC,1
PBH,DEL,1
PBH,GAU,1
PBH,CCU,1
PBH,IXB,1
PBH,KTM,1
PBH,BKK,1
PBH,GAY,0
AMD,NJF,1
AMD,KWI,1
AMD,MCT,1
AMD,DOH,1
AMD,SIN,1
AMD,BKK,1
AMD,AUH,1
AMD,DXB,1
AMD,SHJ,1
AMD,LHR,1
AMD,JED,0
AMD,DMK,0
AMD,KUL,0
AMD,PBH,0
ATQ,KUL,1
ATQ,DOH,1
ATQ,DXB,1
ATQ,SHJ,1
ATQ,BHX,1
ATQ,STN,1
ATQ,TAS,0
ATQ,SIN,0
ATQ,ASB,0
BLR,BAH,1
BLR,ADD,1
BLR,CDG,1
BLR,HKG,1
BLR,GBI,1
BLR,NRT,1
BLR,KWI,1
BLR,KUL,1
BLR,MLE,1
BLR,KTM,1
BLR,AMS,1
BLR,MCT,1
BLR,DOH,1
BLR,JED,1
BLR,RUH,1
BLR,SIN,1
BLR,CMB,1
BLR,AUH,1
BLR,DXB,1
BLR,SHJ,1
BLR,LHR,1
BLR,HKT,0
BLR,MUC,0
BLR,SEA,0
BLR,FRA,0
BLR,BKK,0
BLR,DMK,0
BBI,KUL,0
IXC,DXB,1
IXC,SHJ,1
MAA,BAH,1
MAA,CGP,1
MAA,DAC,1
MAA,ADD,1
MAA,HKG,1
MAA,KWI,1
MAA,KUL,1
MAA,MLE,1
MAA,MRU,1
MAA,MCT,1
MAA,DOH,1
MAA,JED,1
MAA,RUH,1
MAA,SIN,1
MAA,CMB,1
MAA,BKK,1
MAA,AUH,1
MAA,DXB,1
MAA,SHJ,1
MAA,RUN,0
MAA,LHR,0
MAA,FRA,0
MAA,DMK,0
MAA,NRT,0
MAA,CDG,0
COK,BAH,1
COK,KWI,1
COK,KUL,1
COK,HAQ,1
COK,MLE,1
COK,MCT,1
COK,SLL,1
COK,DOH,1
COK,JED,1
COK,RUH,1
COK,SIN,1
COK,CMB,1
COK,AUH,1
COK,DXB,1
COK,SHJ,1
COK,DMK,0
CJB,SIN,1
CJB,CMB,1
CJB,SHJ,1
DEL,HEA,1
DEL,KBL,1
DEL,KDH,1
DEL,MEL,1
DEL,SYD,1
DEL,VIE,1
DEL,BAH,1
DEL,DAC,1
DEL,PBH,1
DEL,YYZ,1
DEL,YVR,1
DEL,PEK,1
DEL,CAN,1
DEL,PVG,1
DEL,CPH,1
DEL,ADD,1
DEL,CDG,1
DEL,FRA,1
DEL,HKG,1
DEL,IKA,1
DEL,BGW,1
DEL,BSR,1
DEL,TLV,1
DEL,FCO,1
DEL,HND,1
DEL,NRT,1
DEL,KWI,1
DEL,KUL,1
DEL,MLE,1
DEL,MRU,1
DEL,KTM,1
DEL,AMS,1
DEL,MCT,1
DEL,WAW,1
DEL,DOH,1
DEL,SVO,1
DEL,JED,1
DEL,RUH,1
DEL,SIN,1
DEL,MAD,1
DEL,CMB,1
DEL,ARN,1
DEL,TPE,1
DEL,DYU,1
DEL,BKK,1
DEL,IST,1
DEL,KBP,1
DEL,AUH,1
DEL,DXB,1
DEL,SHJ,1
DEL,BHX,1
DEL,LHR,1
DEL,ORD,1
DEL,JFK,1
DEL,SFO,1
DEL,IAD,1
DEL,SGN,1
DEL,MUC,0
DEL,ICN,0
DEL,CTU,0
DEL,DMK,0
DEL,MAN,0
DEL,TAS,0
DEL,MZR,0
DEL,DAD,0
DEL,NJF,0
DEL,HAN,0
DEL,ZRH,0
DEL,ALA,0
DEL,TBS,0
DEL,HKT,0
DEL,HEL,0
DEL,DMM,0
DEL,MXP,0
DEL,KMG,0
DEL,EWR,0
DEL,ASB,0
GOI,MCT,1
GOI,DOH,1
GOI,SHJ,1
GOI,DXB,0
GOI,KWI,0
GAY,BKK,0
GAY,RGN,0
GAY,DMK,0
GAY,PBH,0
GAU,PBH,1
GAU,SIN,1
HYD,BAH,1
HYD,HKG,1
HYD,KWI,1
HYD,KUL,1
HYD,MCT,1
HYD,DOH,1
HYD,JED,1
HYD,RUH,1
HYD,SIN,1
HYD,CMB,1
HYD,AUH,1
HYD,DXB,1
HYD,SHJ,1
HYD,LHR,1
HYD,BKK,0
HYD,DMM,0
IDR,DXB,0
JAI,MCT,1
JAI,DXB,1
JAI,SHJ,1
JAI,BKK,0
JAI,DMK,0
CNN,BAH,1
CNN,KWI,1
CNN,MCT,1
CNN,DOH,1
CNN,DMM,1
CNN,RUH,1
CNN,AUH,1
CNN,DXB,1
CNN,SHJ,1
CCU,CGP,1
CCU,DAC,1
CCU,PBH,1
CCU,HKG,1
CCU,KUL,1
CCU,RGN,1
CCU,KTM,1
CCU,DOH,1
CCU,SIN,1
CCU,CMB,1
CCU,BKK,1
CCU,AUH,1
CCU,DXB,1
CCU,HAN,1
CCU,KMG,0
CCU,CAN,0
CCU,SGN,0
CCU,DMK,0
CCJ,BAH,1
CCJ,KWI,1
CCJ,MCT,1
CCJ,SLL,1
CCJ,DOH,1
CCJ,DMM,1
CCJ,JED,1
CCJ,RUH,1
CCJ,AUH,1
CCJ,AAN,1
CCJ,DXB,1
CCJ,RKT,1
CCJ,SHJ,1
LKO,MCT,1
LKO,DMM,1
LKO,JED,1
LKO,RUH,1
LKO,DXB,1
LKO,BKK,0
LKO,SHJ,0
IXM,SIN,1
IXM,CMB,1
IXM,DXB,1
IXE,BAH,1
IXE,MCT,1
IXE,DOH,1
IXE,DMM,1
IXE,AUH,1
IXE,DXB,1
BOM,BAH,1
BOM,CAN,1
BOM,CAI,1
BOM,ADD,1
BOM,CDG,1
BOM,FRA,1
BOM,HKG,1
BOM,IKA,1
BOM,NJF,1
BOM,NBO,1
BOM,KWI,1
BOM,KUL,1
BOM,MLE,1
BOM,MRU,1
BOM,KTM,1
BOM,AMS,1
BOM,MCT,1
BOM,DOH,1
BOM,JED,1
BOM,RUH,1
BOM,SEZ,1
BOM,SIN,1
BOM,CMB,1
BOM,DAR,1
BOM,BKK,1
BOM,IST,1
BOM,AUH,1
BOM,DXB,1
BOM,SHJ,1
BOM,LHR,1
BOM,JFK,1
BOM,EWR,1
BOM,HAN,1
BOM,HKT,0
BOM,SGN,0
BOM,MUC,0
BOM,KGL,0
BOM,DAC,0
BOM,ICN,0
BOM,ZRH,0
BOM,CTU,0
BOM,TLV,0
BOM,DMK,0
BOM,NRT,0
BOM,DMM,0
BOM,TAS,0
BOM,PBH,0
BOM,SVO,0
BOM,ALA,0
BOM,DME,0
BOM,STN,0
BOM,PEK,0
BOM,YYZ,0
NAG,DOH,1
NAG,SHJ,1
PNQ,DXB,1
IXB,PBH,1
IXB,BKK,1
STV,SHJ,0
TRZ,KUL,1
TRZ,SIN,1
TRZ,CMB,1
TRZ,DXB,1
TRZ,SHJ,1
TRV,BAH,1
TRV,KWI,1
TRV,KUL,1
TRV,HAQ,1
TRV,MLE,1
TRV,MCT,1
TRV,DOH,1
TRV,CMB,1
TRV,AUH,1
TRV,DXB,1
TRV,SHJ,1
TRV,DMM,0
TRV,SIN,0
TRV,RUH,0
VNS,KUL,1
VNS,KTM,1
VNS,SHJ,1
VNS,BKK,0
VNS,DMK,0
VTZ,SIN,0
VTZ,KUL,0
MLE,BAH,1
MLE,BLR,1
MLE,MAA,1
MLE,COK,1
MLE,DEL,1
MLE,BOM,1
MLE,TRV,1
MLE,FCO,1
MLE,KUL,1
MLE,HAQ,1
MLE,MCT,1
MLE,DOH,1
MLE,SVO,1
MLE,RUH,1
MLE,SIN,1
MLE,CMB,1
MLE,ZRH,1
MLE,BKK,1
MLE,AUH,1
MLE,DXB,1
MLE,IST,0
MLE,LHR,0
MLE,FRA,0
MLE,DMK,0
MLE,MXP,0
MLE,LGW,0
MLE,JED,0
MLE,PKX,0
MLE,CDG,0
MLE,VIE,0
MLE,HKG,0
GAN,CMB,1
KTM,DAC,1
KTM,PBH,1
KTM,CTU,1
KTM,CAN,1
KTM,KMG,1
KTM,HKG,1
KTM,BLR,1
KTM,DEL,1
KTM,CCU,1
KTM,BOM,1
KTM,VNS,1
KTM,NRT,1
KTM,KWI,1
KTM,KUL,1
KTM,MCT,1
KTM,DOH,1
KTM,DMM,1
KTM,SIN,1
KTM,ICN,1
KTM,DMK,1
KTM,BKK,1
KTM,AUH,1
KTM,DXB,1
KTM,SHJ,1
KTM,IST,0
KTM,CKG,0
KTM,KIX,0
KTM,LXA,0
LYP,BAH,1
LYP,DOH,1
LYP,DXB,1
LYP,SHJ,1
LYP,JED,0
LYP,MED,0
GWD,MCT,1
ISB,KBL,1
ISB,BAH,1
ISB,YYZ,1
ISB,URC,1
ISB,CDG,1
ISB,MXP,1
ISB,KWI,1
ISB,KUL,1
ISB,OSL,1
ISB,MCT,1
ISB,DOH,1
ISB,DMM,1
ISB,JED,1
ISB,MED,1
ISB,RUH,1
ISB,BKK,1
ISB,IST,1
ISB,AUH,1
ISB,DXB,1
ISB,RKT,1
ISB,SHJ,1
ISB,BHX,1
ISB,LHR,1
ISB,MAN,1
ISB,BCN,0
ISB,KMG,0
ISB,PEK,0
KHI,BAH,1
KHI,YYZ,1
KHI,IKA,1
KHI,NJF,1
KHI,KWI,1
KHI,MCT,1
KHI,DOH,1
KHI,DMM,1
KHI,JED,1
KHI,MED,1
KHI,RUH,1
KHI,CMB,1
KHI,IST,1
KHI,DXB,1
KHI,SHJ,1
KHI,LHR,1
KHI,BGW,0
KHI,BKK,0
KHI,SAW,0
KHI,PEK,0
KHI,AUH,0
LHE,CAN,0
LHE,BAH,0
LHE,DOH,0
LHE,IKA,0
LHE,URC,0
LHE,CMB,0
LHE,MED,0
LHE,IST,0
LHE,DXB,0
LHE,LHR,0
LHE,KWI,0
LHE,BKK,0
LHE,MCT,0
LHE,MAN,0
LHE,SHJ,0
LHE,DMM,0
LHE,MXP,0
LHE,TAS,0
LHE,JED,0
LHE,RKT,0
LHE,CDG,0
LHE,RUH,0
LHE,CPH,0
LHE,AUH,0
LHE,KUL,0
LHE,YYZ,0
LHE,MHD,0
MUX,BAH,1
MUX,MCT,1
MUX,DOH,1
MUX,JED,1
MUX,MED,1
MUX,RUH,1
MUX,DXB,1
MUX,SHJ,1
PEW,BAH,1
PEW,MCT,1
PEW,DOH,1
PEW,DMM,1
PEW,JED,1
PEW,RUH,1
PEW,AUH,1
PEW,AAN,1
PEW,DXB,1
PEW,RKT,1
PEW,SHJ,1
UET,SHJ,1
UET,JED,0
UET,DXB,0
SKT,BAH,1
SKT,MXP,1
SKT,KWI,1
SKT,MCT,1
SKT,DOH,1
SKT,DMM,1
SKT,JED,1
SKT,RUH,1
SKT,BCN,1
SKT,SHJ,1
SKT,DXB,0
SKT,LHR,0
TUK,MCT,1
TUK,SHJ,1
BWN,BNE,1
BWN,MEL,1
BWN,PKX,1
BWN,CSX,1
BWN,NNG,1
BWN,PVG,1
BWN,HKG,1
BWN,DPS,1
BWN,CGK,1
BWN,SUB,1
BWN,KUL,1
BWN,KCH,1
BWN,SDK,1
BWN,SBW,1
BWN,TWU,1
BWN,MNL,1
BWN,SIN,1
BWN,ICN,1
BWN,TPE,1
BWN,BKK,1
BWN,DXB,1
BWN,SGN,1
BWN,LHR,0
BWN,BKI,0
BWN,NRT,0
BWN,HGH,0
BWN,HAK,0
BWN,KMG,0
BWN,BTU,0
PNH,PEK,1
PNH,CTU,1
PNH,FOC,1
PNH,CAN,1
PNH,KMG,1
PNH,PVG,1
PNH,SZX,1
PNH,WNZ,1
PNH,XMN,1
PNH,CGO,1
PNH,HKG,1
PNH,CGK,1
PNH,NRT,1
PNH,MFM,1
PNH,KUL,1
PNH,RGN,1
PNH,MNL,1
PNH,SIN,1
PNH,ICN,1
PNH,TPE,1
PNH,DMK,1
PNH,BKK,1
PNH,DAD,1
PNH,SGN,1
PNH,HKT,0
PNH,VTE,0
PNH,SWA,0
PNH,NNG,0
PNH,HGH,0
PNH,CKG,0
PNH,CNX,0
REP,KMG,1
REP,HKG,1
REP,KUL,1
REP,SIN,1
REP,PUS,1
REP,ICN,1
REP,DMK,1
REP,BKK,1
REP,HKT,1
REP,DAD,1
REP,SGN,1
REP,CAN,0
REP,DOH,0
REP,WXN,0
REP,NRT,0
REP,PKZ,0
REP,LPQ,0
REP,HGH,0
REP,CKG,0
REP,HAN,0
REP,PVG,0
KOS,PEK,1
KOS,CSX,1
KOS,CTU,1
KOS,FOC,1
KOS,CAN,1
KOS,HGH,1
KOS,SWA,1
KOS,KMG,1
KOS,KHN,1
KOS,JJN,1
KOS,SZX,1
KOS,XMN,1
KOS,MFM,1
KOS,KUL,1
KOS,DMK,1
KOS,SGN,1
KOS,CKG,0
DIL,DRW,1
DIL,DPS,1
DIL,SIN,1
UPG,DRW,1
UPG,MOH,1
UPG,KUL,1
UPG,JED,1
UPG,MED,1
UPG,SIN,1
MDC,CSX,1
MDC,CAN,1
MDC,NKG,1
MDC,PVG,1
MDC,TSN,1
MDC,XIY,1
MDC,SIN,1
MDC,DVO,0
LOP,PER,1
LOP,KUL,1
LOP,SIN,1
KNO,KUL,1
KNO,PEN,1
KNO,MED,1
KNO,SIN,1
KNO,DMK,1
PDG,KUL,1
PDG,MED,1
PLM,KUL,1
PLM,MED,1
PLM,SIN,0
PKU,KUL,1
PKU,SZB,1
PKU,MKZ,0
PKU,SIN,0
SRG,KUL,1
SRG,SIN,1
SUB,BWN,0
SUB,HKG,0
SUB,JED,0
SUB,MED,0
SUB,JHB,0
SUB,PEN,0
SUB,KUL,0
SUB,SIN,0
SUB,HAK,0
SOC,KUL,1
SOC,MED,1
JOG,KUL,1
JOG,SIN,1
CGK,CAN,0
CGK,SGN,0
CGK,DOH,0
CGK,TPE,0
CGK,ICN,0
CGK,XMN,0
CGK,CMB,0
CGK,SIN,0
CGK,MNL,0
CGK,IST,0
CGK,NNG,0
CGK,MED,0
CGK,DXB,0
CGK,BKK,0
CGK,MCT,0
CGK,DMK,0
CGK,NGO,0
CGK,NRT,0
CGK,PER,0
CGK,TAS,0
CGK,JHB,0
CGK,HAK,0
CGK,BWN,0
CGK,SYD,0
CGK,JED,0
CGK,PNH,0
CGK,PEK,0
CGK,AMS,0
CGK,RUH,0
CGK,SZX,0
CGK,HKG,0
CGK,HND,0
CGK,KIX,0
CGK,AUH,0
CGK,PEN,0
CGK,KUL,0
CGK,PVG,0
CGK,FOC,0
CGK,MEL,0
DPS,ADL,1
DPS,BNE,1
DPS,CNS,1
DPS,DRW,1
DPS,MEL,1
DPS,PER,1
DPS,SYD,1
DPS,BWN,1
DPS,CSX,1
DPS,CTU,1
DPS,CKG,1
DPS,FOC,1
DPS,CAN,1
DPS,HGH,1
DPS,TNA,1
DPS,KHN,1
DPS,JJN,1
DPS,PVG,1
DPS,SZX,1
DPS,WUH,1
DPS,HKG,1
DPS,KIX,1
DPS,NRT,1
DPS,KUL,1
DPS,AKL,1
DPS,MNL,1
DPS,DOH,1
DPS,SVO,1
DPS,SIN,1
DPS,ICN,1
DPS,TPE,1
DPS,DMK,1
DPS,BKK,1
DPS,DIL,1
DPS,SGN,0
DPS,XMN,0
DPS,PEK,0
DPS,IST,0
DPS,DXB,0
DPS,CGO,0
DPS,HAN,0
DPS,XIY,0
DPS,PHE,0
BDO,KUL,1
BDO,SIN,1
BPN,SIN,1
BPN,KUL,0
DJJ,ZRI,1
PLW,MOH,1
LPQ,KMG,1
LPQ,DMK,1
LPQ,BKK,1
LPQ,CKG,0
LPQ,CSX,0
LPQ,HAN,0
LPQ,CNX,0
LPQ,REP,0
PKZ,BKK,0
PKZ,REP,0
PKZ,SGN,0
VTE,CSX,1
VTE,CKG,1
VTE,CAN,1
VTE,KMG,1
VTE,KUL,1
VTE,PUS,1
VTE,ICN,1
VTE,DMK,1
VTE,BKK,1
VTE,PNH,0
VTE,HAN,0
VTE,CTU,0
VTE,SIN,0
VTE,NNG,0
IPH,SIN,1
JHB,CGK,1
JHB,SUB,1
JHB,DMK,1
JHB,SGN,1
JHB,CAN,0
JHB,ICN,0
KBR,SIN,0
BKI,BWN,1
BKI,HKG,1
BKI,MNL,1
BKI,SIN,1
BKI,PUS,1
BKI,ICN,1
BKI,TPE,1
BKI,DMK,1
BKI,CAN,0
BKI,WUH,0
BKI,MWX,0
BKI,XMN,0
BKI,ZAM,0
BKI,NRT,0
BKI,PER,0
BKI,HGH,0
BKI,KMG,0
BKI,MFM,0
BKI,SZX,0
BKI,FOC,0
KUL,ADL,1
KUL,OOL,1
KUL,MEL,1
KUL,AVV,1
KUL,PER,1
KUL,SYD,1
KUL,DAC,1
KUL,BWN,1
KUL,PNH,1
KUL,REP,1
KUL,KOS,1
KUL,PEK,1
KUL,FOC,1
KUL,CAN,1
KUL,PVG,1
KUL,SZX,1
KUL,XMN,1
KUL,HKG,1
KUL,ATQ,1
KUL,BLR,1
KUL,MAA,1
KUL,COK,1
KUL,DEL,1
KUL,HYD,1
KUL,CCU,1
KUL,BOM,1
KUL,TRZ,1
KUL,TRV,1
KUL,VNS,1
KUL,BTJ,1
KUL,BDO,1
KUL,DPS,1
KUL,CGK,1
KUL,LOP,1
KUL,KJT,1
KUL,UPG,1
KUL,KNO,1
KUL,PDG,1
KUL,PLM,1
KUL,PKU,1
KUL,PNK,1
KUL,SRG,1
KUL,DTB,1
KUL,SUB,1
KUL,SOC,1
KUL,TJQ,1
KUL,JOG,1
KUL,IKA,1
KUL,BGW,1
KUL,FUK,1
KUL,KIX,1
KUL,HND,1
