date,prov_state,country,lat,long,cum_case,location,new_case,cum_death,new_death,cum_cured,new_cured,distance_hubei
2020-03-30,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,250.0,0.0,865.8715632308762
2020-03-31,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,250.0,0.0,865.8715632308762
2020-04-01,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,250.0,0.0,865.8715632308762
2020-04-02,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,2.0,865.8715632308762
2020-04-03,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-04,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-05,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-06,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-07,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-08,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-09,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-10,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-11,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-12,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-04-13,Guangxi,China,23.8298,108.7881,254,Guangxi,0.0,2.0,0.0,252.0,0.0,865.8715632308762
2020-01-22,Guizhou,China,26.8154,106.8748,1,Guizhou,1.0,,,,,699.970526341552
2020-01-23,Guizhou,China,26.8154,106.8748,3,Guizhou,2.0,,,,,699.970526341552
2020-01-24,Guizhou,China,26.8154,106.8748,3,Guizhou,0.0,,,,,699.970526341552
2020-01-25,Guizhou,China,26.8154,106.8748,4,Guizhou,1.0,,,,,699.970526341552
2020-01-26,Guizhou,China,26.8154,106.8748,5,Guizhou,1.0,,,,,699.970526341552
2020-01-27,Guizhou,China,26.8154,106.8748,7,Guizhou,2.0,,,,,699.970526341552
2020-01-28,Guizhou,China,26.8154,106.8748,9,Guizhou,2.0,,,,,699.970526341552
2020-01-29,Guizhou,China,26.8154,106.8748,9,Guizhou,0.0,,,1.0,1.0,699.970526341552
2020-01-30,Guizhou,China,26.8154,106.8748,12,Guizhou,3.0,,,1.0,0.0,699.970526341552
2020-01-31,Guizhou,China,26.8154,106.8748,29,Guizhou,17.0,,,2.0,1.0,699.970526341552
2020-02-01,Guizhou,China,26.8154,106.8748,29,Guizhou,0.0,,,2.0,0.0,699.970526341552
2020-02-02,Guizhou,China,26.8154,106.8748,38,Guizhou,9.0,,,2.0,0.0,699.970526341552
2020-02-03,Guizhou,China,26.8154,106.8748,46,Guizhou,8.0,,,2.0,0.0,699.970526341552
2020-02-04,Guizhou,China,26.8154,106.8748,58,Guizhou,12.0,,,2.0,0.0,699.970526341552
2020-02-05,Guizhou,China,26.8154,106.8748,64,Guizhou,6.0,1.0,1.0,9.0,7.0,699.970526341552
2020-02-06,Guizhou,China,26.8154,106.8748,71,Guizhou,7.0,1.0,0.0,6.0,-3.0,699.970526341552
2020-02-07,Guizhou,China,26.8154,106.8748,81,Guizhou,10.0,1.0,0.0,6.0,0.0,699.970526341552
2020-02-08,Guizhou,China,26.8154,106.8748,89,Guizhou,8.0,1.0,0.0,7.0,1.0,699.970526341552
2020-02-09,Guizhou,China,26.8154,106.8748,99,Guizhou,10.0,1.0,0.0,7.0,0.0,699.970526341552
2020-02-10,Guizhou,China,26.8154,106.8748,109,Guizhou,10.0,1.0,0.0,10.0,3.0,699.970526341552
2020-02-11,Guizhou,China,26.8154,106.8748,127,Guizhou,18.0,1.0,0.0,17.0,7.0,699.970526341552
2020-02-12,Guizhou,China,26.8154,106.8748,133,Guizhou,6.0,1.0,0.0,18.0,1.0,699.970526341552
2020-02-13,Guizhou,China,26.8154,106.8748,135,Guizhou,2.0,1.0,0.0,27.0,9.0,699.970526341552
2020-02-14,Guizhou,China,26.8154,106.8748,140,Guizhou,5.0,1.0,0.0,28.0,1.0,699.970526341552
2020-02-15,Guizhou,China,26.8154,106.8748,143,Guizhou,3.0,1.0,0.0,41.0,13.0,699.970526341552
2020-02-16,Guizhou,China,26.8154,106.8748,144,Guizhou,1.0,1.0,0.0,46.0,5.0,699.970526341552
2020-02-17,Guizhou,China,26.8154,106.8748,146,Guizhou,2.0,1.0,0.0,57.0,11.0,699.970526341552
2020-02-18,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,1.0,66.0,9.0,699.970526341552
2020-02-19,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,70.0,4.0,699.970526341552
2020-02-20,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,72.0,2.0,699.970526341552
2020-02-21,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,77.0,5.0,699.970526341552
2020-02-22,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,90.0,13.0,699.970526341552
2020-02-23,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,102.0,12.0,699.970526341552
2020-02-24,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,102.0,0.0,699.970526341552
2020-02-25,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,104.0,2.0,699.970526341552
2020-02-26,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,104.0,0.0,699.970526341552
2020-02-27,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,112.0,8.0,699.970526341552
2020-02-28,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,112.0,0.0,699.970526341552
2020-02-29,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,112.0,0.0,699.970526341552
2020-03-01,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,112.0,0.0,699.970526341552
2020-03-02,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,114.0,2.0,699.970526341552
2020-03-03,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,114.0,0.0,699.970526341552
2020-03-04,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,114.0,0.0,699.970526341552
2020-03-05,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,114.0,0.0,699.970526341552
2020-03-06,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,114.0,0.0,699.970526341552
2020-03-07,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,115.0,1.0,699.970526341552
2020-03-08,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,117.0,2.0,699.970526341552
2020-03-09,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,123.0,6.0,699.970526341552
2020-03-10,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,129.0,6.0,699.970526341552
2020-03-11,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,133.0,4.0,699.970526341552
2020-03-12,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,137.0,4.0,699.970526341552
2020-03-13,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,140.0,3.0,699.970526341552
2020-03-14,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,143.0,3.0,699.970526341552
2020-03-15,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,143.0,0.0,699.970526341552
2020-03-16,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,1.0,699.970526341552
2020-03-17,Guizhou,China,26.8154,106.8748,147,Guizhou,1.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-18,Guizhou,China,26.8154,106.8748,146,Guizhou,-1.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-19,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-20,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-21,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-22,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-23,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-24,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-25,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-26,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-27,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-28,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-29,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-30,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-03-31,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-01,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-02,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-03,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-04,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-05,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-06,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-07,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-08,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-09,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-10,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-11,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-12,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-04-13,Guizhou,China,26.8154,106.8748,146,Guizhou,0.0,2.0,0.0,144.0,0.0,699.970526341552
2020-01-22,Hainan,China,19.1959,109.7453,4,Hainan,4.0,,,,,1334.5810339956734
2020-01-23,Hainan,China,19.1959,109.7453,5,Hainan,1.0,,,,,1334.5810339956734
2020-01-24,Hainan,China,19.1959,109.7453,8,Hainan,3.0,,,,,1334.5810339956734
2020-01-25,Hainan,China,19.1959,109.7453,19,Hainan,11.0,,,,,1334.5810339956734
2020-01-26,Hainan,China,19.1959,109.7453,22,Hainan,3.0,,,,,1334.5810339956734
2020-01-27,Hainan,China,19.1959,109.7453,33,Hainan,11.0,1.0,1.0,,,1334.5810339956734
2020-01-28,Hainan,China,19.1959,109.7453,40,Hainan,7.0,1.0,0.0,,,1334.5810339956734
2020-01-29,Hainan,China,19.1959,109.7453,43,Hainan,3.0,1.0,0.0,,,1334.5810339956734
2020-01-30,Hainan,China,19.1959,109.7453,46,Hainan,3.0,1.0,0.0,1.0,1.0,1334.5810339956734
2020-01-31,Hainan,China,19.1959,109.7453,52,Hainan,6.0,1.0,0.0,1.0,0.0,1334.5810339956734
2020-02-01,Hainan,China,19.1959,109.7453,62,Hainan,10.0,1.0,0.0,1.0,0.0,1334.5810339956734
2020-02-02,Hainan,China,19.1959,109.7453,64,Hainan,2.0,1.0,0.0,4.0,3.0,1334.5810339956734
2020-02-03,Hainan,China,19.1959,109.7453,72,Hainan,8.0,1.0,0.0,4.0,0.0,1334.5810339956734
2020-02-04,Hainan,China,19.1959,109.7453,80,Hainan,8.0,1.0,0.0,5.0,1.0,1334.5810339956734
2020-02-05,Hainan,China,19.1959,109.7453,99,Hainan,19.0,1.0,0.0,5.0,0.0,1334.5810339956734
2020-02-06,Hainan,China,19.1959,109.7453,106,Hainan,7.0,1.0,0.0,8.0,3.0,1334.5810339956734
2020-02-07,Hainan,China,19.1959,109.7453,117,Hainan,11.0,2.0,1.0,10.0,2.0,1334.5810339956734
2020-02-08,Hainan,China,19.1959,109.7453,124,Hainan,7.0,2.0,0.0,14.0,4.0,1334.5810339956734
2020-02-09,Hainan,China,19.1959,109.7453,131,Hainan,7.0,3.0,1.0,19.0,5.0,1334.5810339956734
2020-02-10,Hainan,China,19.1959,109.7453,138,Hainan,7.0,3.0,0.0,19.0,0.0,1334.5810339956734
2020-02-11,Hainan,China,19.1959,109.7453,144,Hainan,6.0,3.0,0.0,20.0,1.0,1334.5810339956734
2020-02-12,Hainan,China,19.1959,109.7453,157,Hainan,13.0,4.0,1.0,27.0,7.0,1334.5810339956734
2020-02-13,Hainan,China,19.1959,109.7453,157,Hainan,0.0,4.0,0.0,30.0,3.0,1334.5810339956734
2020-02-14,Hainan,China,19.1959,109.7453,159,Hainan,2.0,4.0,0.0,43.0,13.0,1334.5810339956734
2020-02-15,Hainan,China,19.1959,109.7453,162,Hainan,3.0,4.0,0.0,39.0,-4.0,1334.5810339956734
2020-02-16,Hainan,China,19.1959,109.7453,162,Hainan,0.0,4.0,0.0,52.0,13.0,1334.5810339956734
2020-02-17,Hainan,China,19.1959,109.7453,163,Hainan,1.0,4.0,0.0,59.0,7.0,1334.5810339956734
2020-02-18,Hainan,China,19.1959,109.7453,163,Hainan,0.0,4.0,0.0,79.0,20.0,1334.5810339956734
2020-02-19,Hainan,China,19.1959,109.7453,168,Hainan,5.0,4.0,0.0,84.0,5.0,1334.5810339956734
2020-02-20,Hainan,China,19.1959,109.7453,168,Hainan,0.0,4.0,0.0,86.0,2.0,1334.5810339956734
2020-02-21,Hainan,China,19.1959,109.7453,168,Hainan,0.0,4.0,0.0,95.0,9.0,1334.5810339956734
2020-02-22,Hainan,China,19.1959,109.7453,168,Hainan,0.0,4.0,0.0,104.0,9.0,1334.5810339956734
2020-02-23,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,1.0,106.0,2.0,1334.5810339956734
2020-02-24,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,116.0,10.0,1334.5810339956734
2020-02-25,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,124.0,8.0,1334.5810339956734
2020-02-26,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,129.0,5.0,1334.5810339956734
2020-02-27,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,131.0,2.0,1334.5810339956734
2020-02-28,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,133.0,2.0,1334.5810339956734
2020-02-29,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,148.0,15.0,1334.5810339956734
2020-03-01,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,149.0,1.0,1334.5810339956734
2020-03-02,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,151.0,2.0,1334.5810339956734
2020-03-03,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,155.0,4.0,1334.5810339956734
2020-03-04,Hainan,China,19.1959,109.7453,168,Hainan,0.0,5.0,0.0,158.0,3.0,1334.5810339956734
2020-03-05,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,1.0,158.0,0.0,1334.5810339956734
2020-03-06,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,158.0,0.0,1334.5810339956734
2020-03-07,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,158.0,0.0,1334.5810339956734
2020-03-08,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,159.0,1.0,1334.5810339956734
2020-03-09,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,159.0,0.0,1334.5810339956734
2020-03-10,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,159.0,0.0,1334.5810339956734
2020-03-11,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,159.0,0.0,1334.5810339956734
2020-03-12,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,160.0,1.0,1334.5810339956734
2020-03-13,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,160.0,0.0,1334.5810339956734
2020-03-14,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,160.0,0.0,1334.5810339956734
2020-03-15,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,160.0,0.0,1334.5810339956734
2020-03-16,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,161.0,1.0,1334.5810339956734
2020-03-17,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,161.0,0.0,1334.5810339956734
2020-03-18,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,161.0,0.0,1334.5810339956734
2020-03-19,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,161.0,0.0,1334.5810339956734
2020-03-20,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,161.0,0.0,1334.5810339956734
2020-03-21,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,161.0,0.0,1334.5810339956734
2020-03-22,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,161.0,0.0,1334.5810339956734
2020-03-23,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,161.0,0.0,1334.5810339956734
2020-03-24,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,1.0,1334.5810339956734
2020-03-25,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-03-26,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-03-27,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-03-28,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-03-29,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-03-30,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-03-31,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-01,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-02,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-03,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-04,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-05,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-06,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-07,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-08,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-09,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-10,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-11,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-12,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-04-13,Hainan,China,19.1959,109.7453,168,Hainan,0.0,6.0,0.0,162.0,0.0,1334.5810339956734
2020-01-22,Hebei,China,39.549,116.1306,1,Hebei,1.0,,,,,1015.7215092632036
2020-01-23,Hebei,China,39.549,116.1306,1,Hebei,0.0,1.0,1.0,,,1015.7215092632036
2020-01-24,Hebei,China,39.549,116.1306,2,Hebei,1.0,1.0,0.0,,,1015.7215092632036
2020-01-25,Hebei,China,39.549,116.1306,8,Hebei,6.0,1.0,0.0,,,1015.7215092632036
2020-01-26,Hebei,China,39.549,116.1306,13,Hebei,5.0,1.0,0.0,,,1015.7215092632036
2020-01-27,Hebei,China,39.549,116.1306,18,Hebei,5.0,1.0,0.0,,,1015.7215092632036
2020-01-28,Hebei,China,39.549,116.1306,33,Hebei,15.0,1.0,0.0,,,1015.7215092632036
2020-01-29,Hebei,China,39.549,116.1306,48,Hebei,15.0,1.0,0.0,,,1015.7215092632036
2020-01-30,Hebei,China,39.549,116.1306,65,Hebei,17.0,1.0,0.0,,,1015.7215092632036
2020-01-31,Hebei,China,39.549,116.1306,82,Hebei,17.0,1.0,0.0,,,1015.7215092632036
2020-02-01,Hebei,China,39.549,116.1306,96,Hebei,14.0,1.0,0.0,,,1015.7215092632036
2020-02-02,Hebei,China,39.549,116.1306,104,Hebei,8.0,1.0,0.0,3.0,3.0,1015.7215092632036
2020-02-03,Hebei,China,39.549,116.1306,113,Hebei,9.0,1.0,0.0,3.0,0.0,1015.7215092632036
2020-02-04,Hebei,China,39.549,116.1306,126,Hebei,13.0,1.0,0.0,4.0,1.0,1015.7215092632036
2020-02-05,Hebei,China,39.549,116.1306,135,Hebei,9.0,1.0,0.0,6.0,2.0,1015.7215092632036
2020-02-06,Hebei,China,39.549,116.1306,157,Hebei,22.0,1.0,0.0,13.0,7.0,1015.7215092632036
2020-02-07,Hebei,China,39.549,116.1306,172,Hebei,15.0,1.0,0.0,22.0,9.0,1015.7215092632036
2020-02-08,Hebei,China,39.549,116.1306,195,Hebei,23.0,1.0,0.0,30.0,8.0,1015.7215092632036
2020-02-09,Hebei,China,39.549,116.1306,206,Hebei,11.0,2.0,1.0,34.0,4.0,1015.7215092632036
2020-02-10,Hebei,China,39.549,116.1306,218,Hebei,12.0,2.0,0.0,41.0,7.0,1015.7215092632036
2020-02-11,Hebei,China,39.549,116.1306,239,Hebei,21.0,2.0,0.0,48.0,7.0,1015.7215092632036
2020-02-12,Hebei,China,39.549,116.1306,251,Hebei,12.0,2.0,0.0,54.0,6.0,1015.7215092632036
2020-02-13,Hebei,China,39.549,116.1306,265,Hebei,14.0,3.0,1.0,68.0,14.0,1015.7215092632036
2020-02-14,Hebei,China,39.549,116.1306,283,Hebei,18.0,3.0,0.0,87.0,19.0,1015.7215092632036
2020-02-15,Hebei,China,39.549,116.1306,291,Hebei,8.0,3.0,0.0,101.0,14.0,1015.7215092632036
2020-02-16,Hebei,China,39.549,116.1306,300,Hebei,9.0,3.0,0.0,105.0,4.0,1015.7215092632036
2020-02-17,Hebei,China,39.549,116.1306,301,Hebei,1.0,3.0,0.0,122.0,17.0,1015.7215092632036
2020-02-18,Hebei,China,39.549,116.1306,306,Hebei,5.0,4.0,1.0,136.0,14.0,1015.7215092632036
2020-02-19,Hebei,China,39.549,116.1306,306,Hebei,0.0,4.0,0.0,152.0,16.0,1015.7215092632036
2020-02-20,Hebei,China,39.549,116.1306,307,Hebei,1.0,5.0,1.0,169.0,17.0,1015.7215092632036
2020-02-21,Hebei,China,39.549,116.1306,308,Hebei,1.0,5.0,0.0,184.0,15.0,1015.7215092632036
2020-02-22,Hebei,China,39.549,116.1306,309,Hebei,1.0,6.0,1.0,203.0,19.0,1015.7215092632036
2020-02-23,Hebei,China,39.549,116.1306,311,Hebei,2.0,6.0,0.0,219.0,16.0,1015.7215092632036
2020-02-24,Hebei,China,39.549,116.1306,311,Hebei,0.0,6.0,0.0,234.0,15.0,1015.7215092632036
2020-02-25,Hebei,China,39.549,116.1306,311,Hebei,0.0,6.0,0.0,248.0,14.0,1015.7215092632036
2020-02-26,Hebei,China,39.549,116.1306,312,Hebei,1.0,6.0,0.0,261.0,13.0,1015.7215092632036
2020-02-27,Hebei,China,39.549,116.1306,317,Hebei,5.0,6.0,0.0,274.0,13.0,1015.7215092632036
2020-02-28,Hebei,China,39.549,116.1306,318,Hebei,1.0,6.0,0.0,277.0,3.0,1015.7215092632036
2020-02-29,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,282.0,5.0,1015.7215092632036
2020-03-01,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,294.0,12.0,1015.7215092632036
2020-03-02,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,296.0,2.0,1015.7215092632036
2020-03-03,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,300.0,4.0,1015.7215092632036
2020-03-04,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,301.0,1.0,1015.7215092632036
2020-03-05,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,304.0,3.0,1015.7215092632036
2020-03-06,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,305.0,1.0,1015.7215092632036
2020-03-07,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,307.0,2.0,1015.7215092632036
2020-03-08,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,307.0,0.0,1015.7215092632036
2020-03-09,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,307.0,0.0,1015.7215092632036
2020-03-10,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,307.0,0.0,1015.7215092632036
2020-03-11,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,307.0,0.0,1015.7215092632036
2020-03-12,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,308.0,1.0,1015.7215092632036
2020-03-13,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,310.0,2.0,1015.7215092632036
2020-03-14,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,310.0,0.0,1015.7215092632036
2020-03-15,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,310.0,0.0,1015.7215092632036
2020-03-16,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,310.0,0.0,1015.7215092632036
2020-03-17,Hebei,China,39.549,116.1306,318,Hebei,0.0,6.0,0.0,310.0,0.0,1015.7215092632036
