date,country,lat,long,cum_case,new_case,cum_death,new_death,cum_cured,new_cured,age,age_diff_kor,cfr_adj,cum_case_adj,cum_case_diff
2020-05-19,Sweden,63.0,16.0,30799,422.0,3743.0,45.0,4971.0,0.0,70.42379130086981,2.065496795090908,0.026451082807879917,141506.0,110707.0
2020-05-19,Switzerland,46.8182,8.2275,30618,21.0,1891.0,5.0,27700.0,100.0,70.16339348171446,1.8050989759355645,0.026100769277255322,72450.0,41832.0
2020-05-19,Syria,34.802075,38.99681500000001,58,0.0,3.0,0.0,36.0,0.0,67.00451977915439,-1.3537747266245077,0.021851132305907066,58.0,0.0
2020-05-19,Taiwan,23.7,121.0,440,0.0,7.0,0.0,398.0,0.0,68.32402712033554,-0.03426738544335706,0.02362626727774984,440.0,0.0
2020-05-19,Tajikistan,38.861034,71.276093,1936,207.0,41.0,0.0,641.0,641.0,65.55892110066365,-2.7993734051152472,0.019906366491158702,2060.0,124.0
2020-05-19,Tanzania,-6.369,34.8888,509,0.0,21.0,0.0,183.0,0.0,66.18492701347994,-2.173367492298965,0.020748533073896933,1012.0,503.0
2020-05-19,Thailand,15.0,101.0,3033,2.0,56.0,0.0,2857.0,0.0,68.00248714803273,-0.35580735774617267,0.023193699127602864,3033.0,0.0
2020-05-19,Timor-Leste,-8.874217,125.727539,24,0.0,0.0,0.0,24.0,0.0,67.02805474772653,-1.3302397580523717,0.021882793930264703,24.0,0.0
2020-05-19,Togo,8.6195,0.8248,338,8.0,12.0,0.0,107.0,1.0,65.92730965146417,-2.4309848543147297,0.020401960095940853,588.0,250.0
2020-05-19,Trinidad and Tobago,10.6918,-61.2225,116,0.0,8.0,0.0,107.0,0.0,67.6339065198026,-0.7243879859763069,0.022697847120800526,352.0,236.0
2020-05-19,Tunisia,34.0,9.0,1044,1.0,47.0,1.0,826.0,7.0,67.41223495055854,-0.9460595552203586,0.0223996320654177,2098.0,1054.0
2020-05-19,Turkey,38.9637,35.2433,151615,1022.0,4199.0,28.0,112895.0,1318.0,67.93839295176954,-0.4199015540093569,0.023107473120571265,181716.0,30101.0
2020-05-19,United States,37.0902,-95.7129,1528568,20260.0,91921.0,1574.0,289392.0,6214.0,69.15122403804149,0.7929295322625904,0.02473909638554848,3715617.0,2187049.0
2020-05-19,Uganda,1.0,32.0,260,12.0,0.0,0.0,63.0,0.0,65.99485098339443,-2.363443522384472,0.02049282353914604,260.0,0.0
2020-05-19,Ukraine,48.3794,31.1656,18876,260.0,548.0,13.0,5632.0,356.0,68.67459205827078,0.31629755249187497,0.024097882752563096,22741.0,3865.0
2020-05-19,United Arab Emirates,24.0,54.0,25063,873.0,227.0,3.0,10791.0,1214.0,63.93382033779505,-4.424474167983853,0.01772011628480961,25063.0,0.0
2020-05-19,United Kingdom,270.0299,-482.92470000000003,250138,2429.0,35422.0,546.0,1099.0,9.0,70.20034973383676,1.842055228057859,0.026150486572129785,1354545.0,1104407.0
2020-05-19,Uruguay,-32.5228,-55.7658,738,1.0,20.0,0.0,579.0,10.0,70.23382295408472,1.8755284483058148,0.026195518139615535,763.0,25.0
2020-05-19,Uzbekistan,41.3775,64.5853,2855,64.0,13.0,0.0,2338.0,24.0,65.971207912303,-2.3870865934758996,0.02046101648432618,2855.0,0.0
2020-05-19,Venezuela,6.4238,-66.5897,749,131.0,10.0,0.0,253.0,0.0,67.47951769733076,-0.8787768084481371,0.022490147633667665,749.0,0.0
2020-05-19,Vietnam,16.0,108.0,324,0.0,0.0,0.0,263.0,0.0,67.80368752157436,-0.5546069842045398,0.022926253727109956,324.0,0.0
2020-05-19,Palestine,31.9522,35.2332,391,3.0,2.0,0.0,346.0,9.0,66.87681608155098,-1.481478424227916,0.021679332352564994,391.0,0.0
2020-05-19,Western Sahara,24.2155,-12.8858,6,0.0,0.0,0.0,6.0,0.0,64.87883023047307,-3.47946427530583,0.018991439343708637,6.0,0.0
2020-05-19,Yemen,15.552727,48.516388,167,37.0,28.0,8.0,5.0,4.0,66.37253038209188,-1.9857641236870194,0.021000916133896035,1333.0,1166.0
2020-05-19,Zambia,-15.4167,28.2833,772,11.0,7.0,0.0,192.0,0.0,66.28345469795458,-2.0748398078243184,0.020881082498176055,772.0,0.0
2020-05-19,Zimbabwe,-20.0,30.0,46,0.0,4.0,0.0,18.0,0.0,66.85921962018142,-1.49907488559748,0.021655659809803822,46.0,0.0
